Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,year_count,miles driven
BMW 3 Series 320d,Mumbai,2011,51000,First,22.69,1995.0,190.0,5.0,1.28,10.5,1,0,0,1,0,13,31689.921000000002
Nissan Sunny 2011-2014 XL,Kochi,2013,68880,First,16.95,1498.0,97.7,5.0,1.28,3.97,0,0,1,0,1,11,42800.03448
Maruti Alto K10 VXI AGS,Chennai,2017,5500,First,24.07,998.0,67.1,5.0,1.28,4.25,0,0,1,1,0,7,3417.5405
Maruti Ritz ZXI,Coimbatore,2016,40052,First,21.1,1197.0,85.8,5.0,1.28,6.17,0,0,1,0,1,8,24887.151292
Audi Q5 30 TDI quattro Premium Plus,Coimbatore,2016,47293,First,14.16,1968.0,174.3,5.0,1.28,38.72,1,0,0,1,0,8,29386.498703
Hyundai Verna CRDi SX,Hyderabad,2013,79663,First,16.8,1493.0,110.0,5.0,1.28,6.5,1,0,0,0,1,11,49500.277973000004
Honda Amaze S i-Dtech,Jaipur,2013,63000,Second,25.8,1498.0,98.6,5.0,1.28,4.25,1,0,0,0,1,11,39146.373
Honda City i DTEC SV,Kolkata,2014,45000,First,26.0,1498.0,98.6,5.0,1.28,4.75,1,0,0,0,1,10,27961.695
Toyota Fortuner TRD Sportivo 2.8 2WD AT,Kochi,2014,56501,First,12.9,2755.0,174.5,7.0,1.28,17.71,1,0,0,1,0,10,35108.082871
Volkswagen Vento 1.5 TDI Highline,Jaipur,2015,58000,First,20.34,1498.0,103.2,5.0,1.28,5.85,1,0,0,0,1,9,36039.518000000004
BMW 5 Series 520d Luxury Line,Coimbatore,2011,51602,First,22.48,1995.0,190.0,5.0,1.28,17.27,1,0,0,1,0,13,32063.986342
BMW 3 Series 320d Sedan,Hyderabad,2007,74199,First,16.07,1995.0,181.0,5.0,1.28,9.25,1,0,0,1,0,17,46105.106829000004
Hyundai Creta 1.6 SX Plus Petrol Automatic,Ahmedabad,2017,25000,First,13.0,1591.0,121.3,5.0,1.28,12.75,0,0,1,1,0,7,15534.275
BMW 3 Series Luxury Line,Pune,2016,70000,Second,21.76,1995.0,190.0,5.0,1.28,27.0,1,0,0,1,0,8,43495.97
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2013,25000,Second,14.84,2143.0,167.62,5.0,1.28,21.0,1,0,0,1,0,11,15534.275
Maruti Swift Dzire VDI,Hyderabad,2017,22000,First,26.59,1248.0,74.0,5.0,1.28,7.95,1,0,0,0,1,7,13670.162
Maruti Celerio ZXI,Hyderabad,2015,47020,Second,23.1,998.0,67.04,5.0,1.28,4.5,0,0,1,0,1,9,29216.86442
BMW 3 Series 320d GT Luxury Line,Mumbai,2017,8000,First,19.59,1995.0,187.74,5.0,1.28,33.75,1,0,0,1,0,7,4970.968
Audi Q7 4.2 TDI Quattro Technology,Delhi,2010,73000,First,11.33,4134.0,335.2,7.0,1.28,17.51,1,0,0,1,0,14,45360.083
Honda Jazz V,Kochi,2017,36973,First,18.2,1199.0,88.7,5.0,1.28,6.8,0,0,1,0,1,7,22973.949983
Tata Nano Cx BSIV,Coimbatore,2014,42083,First,25.4,624.0,37.48,4.0,1.28,1.68,0,0,1,0,1,10,26149.155793
Maruti Alto 800 2016-2019 LXI,Chennai,2016,61000,First,24.7,796.0,47.3,5.0,1.28,2.9,0,0,1,0,1,8,37903.631
Maruti Wagon R VXI,Mumbai,2014,43628,First,22.5,998.0,67.04,5.0,1.28,3.16,0,0,1,0,1,10,27109.173988
Hyundai Xcent 1.1 CRDi Base,Jaipur,2014,60000,First,24.4,1120.0,71.0,5.0,1.28,3.9,1,0,0,0,1,10,37282.26
Chevrolet Beat LT,Delhi,2010,54000,Second,17.8,1199.0,76.8,5.0,1.28,1.95,0,0,1,0,1,14,33554.034
Jaguar XF 2.2 Litre Luxury,Kochi,2015,27001,First,16.36,2179.0,187.7,5.0,1.28,26.52,1,0,0,1,0,9,16777.638371
Volkswagen Passat Diesel Highline 2.0 TDI,Chennai,2010,52000,First,18.33,1968.0,167.7,5.0,1.28,9.0,1,0,0,1,0,14,32311.292
Hyundai i20 Asta 1.4 CRDi,Hyderabad,2012,80000,First,21.27,1396.0,88.76,5.0,1.28,4.5,1,0,0,0,1,12,49709.68
Mitsubishi Pajero 2.8 SFX,Chennai,2008,160000,First,10.5,2835.0,107.2,6.0,1.28,8.75,1,0,0,0,1,16,99419.36
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3300,First,24.3,1248.0,88.5,5.0,1.28,11.5,1,0,0,1,0,6,2050.5243
Maruti Alto K10 LXI,Delhi,2016,35027,First,24.07,998.0,67.1,5.0,1.28,3.0,0,0,1,0,1,8,21764.762017
Hyundai EON Magna Plus,Coimbatore,2015,26568,First,21.1,814.0,55.2,5.0,1.28,3.79,0,0,1,0,1,9,16508.584728
Maruti Ciaz VDi Plus SHVS,Ahmedabad,2015,59000,First,28.09,1248.0,88.5,5.0,1.28,6.0,1,0,0,0,1,9,36660.889
Hyundai Creta 1.6 CRDi SX Option,Bangalore,2016,51000,First,19.67,1582.0,126.2,5.0,1.28,13.25,1,0,0,0,1,8,31689.921000000002
Skoda Superb Ambition 2.0 TDI CR AT,Delhi,2012,56400,First,17.2,1968.0,138.1,5.0,1.28,8.0,1,0,0,1,0,12,35045.3244
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,80000,First,20.14,1498.0,88.8,5.0,1.28,5.8,1,0,0,0,1,9,49709.68
BMW 5 Series 520d Sedan,Delhi,2012,72000,Third,18.48,1631.552572706935,113.80314403717087,5.0,1.28,13.85,1,0,0,1,0,12,44738.712
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2013,107000,Second,12.99,2494.0,100.6,7.0,1.28,13.5,1,0,0,0,1,11,66486.697
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Pune,2014,100000,First,14.21,2143.0,203.0,5.0,1.28,25.0,1,0,0,1,0,10,62137.1
Volkswagen Polo 1.5 TDI Highline,Kochi,2016,59998,First,20.14,1498.0,88.8,5.0,1.28,5.49,1,0,0,0,1,8,37281.017258
Audi Q3 2.0 TDI,Hyderabad,2013,105000,First,17.32,1968.0,150.0,5.0,1.28,19.0,1,0,0,1,0,11,65243.955
Hyundai i20 1.2 Magna,Kolkata,2011,36000,First,18.5,1197.0,80.0,5.0,1.28,2.5,0,0,1,0,1,13,22369.356
Hyundai i10 Sportz 1.1L,Kolkata,2015,24350,Second,19.81,1086.0,68.05,5.0,1.28,3.0,0,0,1,0,1,9,15130.38385
Tata Tigor 1.05 Revotorq XT,Kochi,2018,28973,First,24.7,1047.0,69.0,5.0,1.28,6.64,1,0,0,0,1,6,18002.981983
Hyundai EON Era,Kochi,2017,8243,First,21.1,814.0,55.2,5.0,1.28,3.21,0,0,1,0,1,7,5121.961153
Hyundai Santro Xing GLS,Chennai,2009,136642,Second,17.92,1086.0,62.1,5.0,1.28,1.55,0,0,1,0,1,15,84905.376182
Hyundai Santro Xing GLS,Hyderabad,2011,60000,First,17.92,1086.0,62.1,5.0,1.28,2.59,0,0,1,0,1,13,37282.26
Mahindra Scorpio SLX,Chennai,2008,100000,Second,12.7,2609.0,120.0,8.0,1.28,4.0,1,0,0,0,1,16,62137.1
Honda City i-VTEC S,Jaipur,2010,48689,First,17.4,1497.0,117.3,5.0,1.28,3.87,0,0,1,0,1,14,30253.932619
Maruti Vitara Brezza ZDi,Bangalore,2017,45000,First,24.3,1248.0,88.5,5.0,1.28,9.75,1,0,0,0,1,7,27961.695
Audi A4 35 TDI Technology Edition,Kochi,2019,38163,First,17.11,1968.0,174.33,5.0,1.28,32.91,1,0,0,1,0,5,23713.381473
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Chennai,2011,43800,Second,14.21,2143.0,203.0,5.0,1.28,16.75,1,0,0,1,0,13,27216.0498
Honda Civic 2006-2010 1.8 MT Sport,Jaipur,2007,92000,First,13.5,1799.0,130.0,5.0,1.28,1.9,0,0,1,0,1,17,57166.132
Hyundai i20 Magna 1.2,Kochi,2017,14064,First,18.6,1197.0,81.83,5.0,1.28,6.59,0,0,1,0,1,7,8738.961744
Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2017,42366,First,15.73,1968.0,174.33,5.0,1.28,31.93,1,0,0,1,0,7,26325.003786
Honda City i DTEC VX,Jaipur,2014,76551,First,25.1,1498.0,98.6,5.0,1.28,7.25,1,0,0,0,1,10,47566.571421
Hyundai i10 Era 1.1 iTech SE,Pune,2008,72672,First,19.81,1086.0,68.05,5.0,1.28,1.9,0,0,1,0,1,16,45156.273312
Maruti Swift VDI BSIV,Kolkata,2015,45000,First,25.2,1248.0,74.0,5.0,1.28,3.55,1,0,0,0,1,9,27961.695
Ford Endeavour 3.0L 4X4 AT,Hyderabad,2012,91696,First,11.4,2953.0,153.86,7.0,1.28,9.25,1,0,0,1,0,12,56977.235216
Ford Ikon 1.3 Flair,Kochi,2009,66484,First,13.8,1299.0,70.0,5.0,1.28,1.65,0,0,1,0,1,15,41311.229564
BMW X1 sDrive 20d xLine,Coimbatore,2019,15456,First,20.68,1995.0,190.0,5.0,1.28,36.64,1,0,0,1,0,5,9603.910176
Mercedes-Benz E-Class 2009-2013 E250 CDI Classic,Mumbai,2011,55000,Second,14.21,2143.0,203.0,5.0,1.28,16.0,1,0,0,1,0,13,34175.405
Honda Jazz Select Edition,Pune,2011,98000,First,16.7,1631.552572706935,113.80314403717087,5.0,1.28,3.15,0,0,1,0,1,13,60894.358
Honda Amaze S i-Dtech,Ahmedabad,2014,61297,First,25.8,1498.0,98.6,5.0,1.28,4.35,1,0,0,0,1,10,38088.178187
Maruti Zen LXi - BS III,Hyderabad,2006,80000,Second,17.3,993.0,60.0,5.0,1.28,1.2,0,0,1,0,1,18,49709.68
Hyundai i20 Magna,Jaipur,2013,59000,Second,18.5,1197.0,80.0,5.0,1.28,4.1,0,0,1,0,1,11,36660.889
BMW X5 3.0d,Chennai,2009,150000,First,11.0,2993.0,235.0,5.0,1.28,18.75,1,0,0,1,0,15,93205.65
Hyundai Creta 1.6 CRDi SX Option,Coimbatore,2017,60083,First,19.67,1582.0,126.2,5.0,1.28,13.78,1,0,0,0,1,7,37333.833793
Maruti Swift Dzire LDI,Kolkata,2016,85450,First,26.59,1248.0,74.0,5.0,1.28,4.0,1,0,0,0,1,8,53096.15195
Maruti Swift VDI,Jaipur,2013,88000,First,22.9,1248.0,74.0,5.0,1.28,4.33,1,0,0,0,1,11,54680.648
Hyundai Grand i10 1.2 CRDi Asta,Kochi,2015,81828,First,24.0,1186.0,73.97,5.0,1.28,5.43,1,0,0,0,1,9,50845.546188
Ford Figo Aspire 1.2 Ti-VCT Trend,Mumbai,2016,18000,First,18.16,1196.0,86.8,5.0,1.28,4.9,0,0,1,0,1,8,11184.678
BMW X5 X5 M,Chennai,2017,15000,First,15.97,2993.0,258.0,5.0,1.28,70.0,1,0,0,1,0,7,9320.565
Mercedes-Benz New C-Class C 220 CDI Celebration Edition,Kolkata,2016,34000,First,11.78,2143.0,167.62,5.0,1.28,25.5,1,0,0,1,0,8,21126.614
Hyundai Grand i10 AT Asta,Ahmedabad,2015,46000,First,18.9,1197.0,82.0,5.0,1.28,5.1,0,0,1,1,0,9,28583.066
Hyundai Verna 1.6 SX CRDi (O),Hyderabad,2013,48158,First,22.32,1582.0,126.32,5.0,1.28,6.7,1,0,0,0,1,11,29923.984618
BMW 5 Series 525d Sedan,Hyderabad,2013,93000,First,16.73,2993.0,218.0,5.0,1.28,26.5,1,0,0,1,0,11,57787.503000000004
Nissan Micra Diesel XV Premium,Ahmedabad,2013,71007,First,23.08,1461.0,63.1,5.0,1.28,3.9,1,0,0,0,1,11,44121.690597
Maruti SX4 ZXI MT BSIV,Pune,2010,63067,Second,15.5,1586.0,103.3,5.0,1.28,2.7,0,0,1,0,1,14,39188.004857
Tata Manza Aura Quadrajet BS IV,Hyderabad,2011,70259,First,21.12,1248.0,88.8,5.0,1.28,2.95,1,0,0,0,1,13,43656.905089
Audi A4 2.0 TDI Multitronic,Ahmedabad,2015,13000,First,16.55,1968.0,140.0,5.0,1.28,23.0,1,0,0,1,0,9,8077.823
Maruti Swift Ldi BSIV,Pune,2009,140000,Second,17.8,1248.0,75.0,5.0,1.28,2.49,1,0,0,0,1,15,86991.94
Maruti Swift LDI Optional,Jaipur,2015,130000,First,25.2,1248.0,74.0,5.0,1.28,4.5,1,0,0,0,1,9,80778.23
Toyota Corolla Altis Diesel D4DJ,Delhi,2011,89401,First,21.43,1364.0,87.2,5.0,1.28,4.5,1,0,0,0,1,13,55551.188771
Honda Jazz 1.5 VX i DTEC,Hyderabad,2015,67000,First,27.3,1498.0,98.6,5.0,1.28,6.9,1,0,0,0,1,9,41631.857
BMW 6 Series 650i Coupe,Kochi,2010,65329,First,7.94,4395.0,450.0,4.0,1.28,20.72,0,0,1,1,0,14,40593.546059
Skoda Fabia 1.2 Petrol Active,Jaipur,2010,72000,First,16.25,1198.0,73.9,5.0,1.28,2.21,0,0,1,0,1,14,44738.712
Land Rover Freelander 2 HSE,Mumbai,2011,82000,Second,12.35,2179.0,187.74,5.0,1.28,13.9,1,0,0,1,0,13,50952.422
Ford Fiesta 1.6 ZXi Duratec,Pune,2010,85000,First,15.3,1596.0,101.0,5.0,1.28,1.46,0,0,1,0,1,14,52816.535
Hyundai Verna SX CRDi AT,Pune,2012,83000,First,19.08,1582.0,126.32,5.0,1.28,6.0,1,0,0,1,0,12,51573.793
Renault KWID 1.0 RXT Optional,Jaipur,2016,26000,First,21.7,999.0,67.0,5.0,1.28,3.0,0,0,1,0,1,8,16155.646
Tata Indica Vista Quadrajet 90 ZX Plus,Delhi,2012,27000,First,22.3,1248.0,88.8,5.0,1.28,3.5,1,0,0,0,1,12,16777.017
Hyundai i20 Active 1.4 SX,Kochi,2018,37746,First,21.19,1396.0,88.73,5.0,1.28,7.59,1,0,0,0,1,6,23454.269766
Maruti SX4 Zxi BSIII,Mumbai,2009,63274,Second,15.0,1586.0,104.68,5.0,1.28,1.99,0,0,1,0,1,15,39316.628654
Renault KWID RXT,Hyderabad,2016,25000,First,25.17,799.0,53.3,5.0,1.28,3.8,0,0,1,0,1,8,15534.275
Mahindra Xylo E4 ABS BS III,Bangalore,2013,197000,First,11.68,2498.0,112.0,7.0,1.28,4.0,1,0,0,0,1,11,122410.087
Hyundai EON D Lite Plus,Bangalore,2013,45010,Second,21.1,814.0,55.2,5.0,1.28,2.95,0,0,1,0,1,11,27967.90871
Honda Amaze VX i-DTEC,Delhi,2013,75348,First,25.8,1498.0,98.6,5.0,1.28,3.75,1,0,0,0,1,11,46819.062108
Volkswagen Polo Diesel Highline 1.2L,Kolkata,2010,90110,First,22.07,1199.0,73.9,5.0,1.28,2.5,1,0,0,0,1,14,55991.74081
Honda City 1.5 V MT,Pune,2011,102013,First,17.0,1497.0,118.0,5.0,1.28,3.75,0,0,1,0,1,13,63387.919823000004
Toyota Fortuner 4x2 AT,Pune,2015,36000,First,12.55,2982.0,168.5,7.0,1.28,22.0,1,0,0,1,0,9,22369.356
Honda Amaze E i-Vtech,Kochi,2017,37578,First,18.0,1198.0,86.7,5.0,1.28,6.14,0,0,1,0,1,7,23349.879438
BMW 1 Series 118d Base,Pune,2015,46001,First,20.58,1995.0,143.0,5.0,1.28,16.0,1,0,0,1,0,9,28583.687371
Maruti Celerio VXI AT,Hyderabad,2014,46559,First,23.1,998.0,67.04,5.0,1.28,3.75,0,0,1,1,0,10,28930.412389
Toyota Innova 2.5 GX (Diesel) 8 Seater,Mumbai,2015,48000,First,12.99,2494.0,100.6,8.0,1.28,11.75,1,0,0,0,1,9,29825.808
Jaguar XF 2.2 Litre Luxury,Pune,2013,46000,Second,16.36,2179.0,187.7,5.0,1.28,24.0,1,0,0,1,0,11,28583.066
Honda WRV i-VTEC VX,Hyderabad,2017,15000,First,17.5,1199.0,88.7,5.0,1.28,8.9,0,0,1,0,1,7,9320.565
BMW X1 sDrive20d,Chennai,2012,85000,Third,17.05,1995.0,184.0,5.0,1.28,10.0,1,0,0,1,0,12,52816.535
Skoda Rapid 1.6 MPI AT Elegance,Mumbai,2014,32000,First,14.3,1598.0,103.5,5.0,1.28,5.55,0,0,1,1,0,10,19883.872
Volkswagen Vento 1.6 Comfortline,Kochi,2012,60818,First,16.09,1598.0,103.5,5.0,1.28,3.59,0,0,1,0,1,12,37790.541478
Ford EcoSport 1.5 TDCi Trend Plus BE,Coimbatore,2019,35188,First,22.77,1498.0,98.59,5.0,1.28,11.13,1,0,0,0,1,5,21864.802748000002
Mahindra XUV500 W6 2WD,Jaipur,2012,110000,First,15.1,2179.0,140.0,7.0,1.28,7.2,1,0,0,0,1,12,68350.81
Ford Fiesta Classic 1.4 Duratorq LXI,Mumbai,2014,61000,First,18.6,1388.0,67.0,5.0,1.28,2.98,1,0,0,0,1,10,37903.631
Hyundai Santro Xing GLS,Pune,2010,75000,Second,17.92,1086.0,62.1,5.0,1.28,1.7,0,0,1,0,1,14,46602.825
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Delhi,2015,55000,First,12.0,2987.0,224.0,7.0,1.28,52.0,1,0,0,1,0,9,34175.405
Maruti Alto LXi BSII,Pune,2003,69966,First,19.7,796.0,46.3,5.0,1.28,0.95,0,0,1,0,1,21,43474.843386
Honda City i VTEC VX Option,Mumbai,2016,42000,First,17.8,1497.0,117.3,5.0,1.28,9.25,0,0,1,0,1,8,26097.582
Hyundai Santa Fe 2WD AT,Bangalore,2014,48000,First,13.01,2199.0,194.3,7.0,1.28,16.25,1,0,0,1,0,10,29825.808
Mercedes-Benz GLA Class 200 CDI SPORT,Kolkata,2015,35000,First,17.9,2143.0,136.0,5.0,1.28,20.99,1,0,0,1,0,9,21747.985
Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2005,128000,Second,12.8,2494.0,102.0,8.0,1.28,4.25,1,0,0,0,1,19,79535.488
BMW 3 Series 320d Sedan,Bangalore,2008,78000,Second,16.07,1995.0,181.0,5.0,1.28,7.2,1,0,0,1,0,16,48466.938
Maruti Swift ZXI,Hyderabad,2011,53080,First,18.6,1197.0,85.8,5.0,1.28,4.4,0,0,1,0,1,13,32982.37268
Volkswagen Vento Petrol Highline,Pune,2011,66000,Second,15.04,1598.0,103.6,5.0,1.28,4.25,0,0,1,0,1,13,41010.486
Maruti Ertiga VXI,Ahmedabad,2012,25000,First,16.02,1373.0,93.7,7.0,1.28,5.35,0,0,1,0,1,12,15534.275
Hyundai Grand i10 AT Asta,Coimbatore,2016,36139,Second,18.9,1197.0,82.0,5.0,1.28,6.3,0,0,1,1,0,8,22455.726569
Hyundai Creta 1.6 CRDi SX,Delhi,2017,44000,First,19.67,1582.0,126.2,5.0,1.28,12.5,1,0,0,0,1,7,27340.324
Audi A6 3.0 TDI quattro,Ahmedabad,2008,50000,Second,16.77,2967.0,241.38,5.0,1.28,7.5,1,0,0,1,0,16,31068.55
Mahindra XUV500 W8 1.99 mHawk,Delhi,2016,81177,First,16.0,1997.0,140.0,7.0,1.28,11.25,1,0,0,0,1,8,50441.033667
Ford EcoSport 1.5 Ti VCT AT Titanium BE,Mumbai,2016,26000,First,16.05,1499.0,110.4,5.0,1.28,7.65,0,0,1,1,0,8,16155.646
Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,100000,First,24.4,1120.0,71.0,5.0,1.28,4.5,1,0,0,0,1,8,62137.1
Volkswagen Vento 1.5 TDI Comfortline AT,Hyderabad,2014,75000,First,21.21,1498.0,103.2,5.0,1.28,7.5,1,0,0,1,0,10,46602.825
Mercedes-Benz S-Class 280 AT,Kochi,2004,119859,First,13.0,2987.0,210.0,5.0,1.28,7.1,0,0,1,1,0,20,74476.906689
Hyundai i10 Magna,Mumbai,2010,55980,First,20.36,1197.0,78.9,5.0,1.28,2.25,0,0,1,0,1,14,34784.34858
Audi A4 35 TDI Technology Edition,Hyderabad,2015,30000,First,17.11,1968.0,174.33,5.0,1.28,27.0,1,0,0,1,0,9,18641.13
Hyundai i20 Sportz 1.4 CRDi,Pune,2012,49700,Second,21.9,1396.0,88.76,5.0,1.28,4.18,1,0,0,0,1,12,30882.1387
Hyundai Verna 1.4 EX,Chennai,2013,79000,First,23.5,1396.0,88.7,5.0,1.28,6.5,1,0,0,0,1,11,49088.309
Honda City 1.5 V MT,Delhi,2010,65100,First,17.0,1497.0,118.0,5.0,1.28,3.15,0,0,1,0,1,14,40451.2521
Maruti Ertiga VDI,Pune,2016,54161,First,25.47,1248.0,88.5,7.0,1.28,7.64,1,0,0,0,1,8,33654.074731
Maruti Alto LXi BSII,Hyderabad,2011,28619,First,19.7,796.0,46.3,5.0,1.28,2.4,0,0,1,0,1,13,17783.016649
Maruti Wagon R AMT VXI,Mumbai,2016,9000,First,20.51,998.0,67.0,5.0,1.28,4.25,0,0,1,1,0,8,5592.339
Hyundai Verna 1.6 CRDi AT SX,Kochi,2016,42876,First,19.08,1582.0,126.2,5.0,1.28,9.31,1,0,0,1,0,8,26641.902996
Maruti Alto LXi BSIII,Bangalore,2011,64000,First,19.7,796.0,46.3,5.0,1.28,2.39,0,0,1,0,1,13,39767.744
Volkswagen Vento 1.6 Comfortline,Kochi,2018,20488,Second,16.09,1598.0,103.5,5.0,1.28,7.64,0,0,1,0,1,6,12730.649048
Maruti Baleno Zeta 1.2,Delhi,2016,21000,First,21.4,1197.0,83.1,5.0,1.28,6.21,0,0,1,0,1,8,13048.791
Land Rover Freelander 2 TD4 SE,Jaipur,2012,119203,First,0.0,2179.0,115.0,5.0,1.28,16.5,1,0,0,1,0,12,74069.28731300001
Honda CR-V 2.0L 2WD AT,Kochi,2011,55987,First,13.7,1997.0,153.86,5.0,1.28,8.22,0,0,1,1,0,13,34788.698177
Toyota Fortuner 2.8 2WD MT,Coimbatore,2017,72668,First,14.24,2755.0,174.5,7.0,1.28,28.85,1,0,0,0,1,7,45153.787828
Honda City V AT,Mumbai,2015,32000,First,15.6,1497.0,116.3,5.0,1.28,8.5,0,0,1,1,0,9,19883.872
Mercedes-Benz SLK-Class 55 AMG,Bangalore,2014,3000,Second,12.0,5461.0,421.0,2.0,1.28,90.0,0,0,1,1,0,10,1864.113
Honda City i-VTEC S,Mumbai,2015,10400,First,17.4,1497.0,117.3,5.0,1.28,6.51,0,0,1,0,1,9,6462.2584
Maruti Swift VDI,Mumbai,2013,35000,First,22.9,1248.0,74.0,5.0,1.28,4.65,1,0,0,0,1,11,21747.985
Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,2013,55101,First,14.53,1794.0,138.1,5.0,1.28,8.4,0,0,1,1,0,11,34238.163471
Toyota Etios Cross 1.4L VD,Bangalore,2014,57464,First,23.59,1364.0,67.06,5.0,1.28,5.75,1,0,0,0,1,10,35706.463144
Maruti Wagon R LX,Jaipur,2006,110000,First,18.9,998.0,67.1,5.0,1.28,1.11,0,0,1,0,1,18,68350.81
Fiat Punto 1.2 Dynamic,Kochi,2017,17941,First,15.7,1631.552572706935,113.80314403717087,5.0,1.28,3.93,0,0,1,0,1,7,11148.017111000001
Mercedes-Benz E-Class 2015-2017 E 200 CGI,Mumbai,2014,72000,First,12.0,1991.0,184.0,5.0,1.28,17.25,0,0,1,1,0,10,44738.712
Jaguar XF Aero Sport Edition,Delhi,2012,16000,First,16.36,2179.0,187.7,5.0,1.28,32.0,1,0,0,1,0,12,9941.936
Hyundai i20 Sportz Petrol,Kochi,2011,62020,First,17.0,1197.0,80.0,5.0,1.28,3.45,0,0,1,0,1,13,38537.42942
Land Rover Freelander 2 SE,Pune,2014,85000,Second,12.39,2179.0,147.51,5.0,1.28,23.0,1,0,0,1,0,10,52816.535
Hyundai Elite i20 Petrol Sportz,Kochi,2018,14223,First,18.6,1197.0,81.86,5.0,1.28,7.32,0,0,1,0,1,6,8837.759733
Honda Amaze S i-Vtech,Jaipur,2014,41210,First,18.0,1198.0,86.7,5.0,1.28,4.4,0,0,1,0,1,10,25606.69891
Mercedes-Benz M-Class ML 350 4Matic,Bangalore,2015,20000,First,0.0,2987.0,165.0,5.0,1.28,47.35,1,0,0,1,0,9,12427.42
Maruti Alto 800 VXI,Coimbatore,2016,18043,First,22.74,796.0,47.3,5.0,1.28,4.12,0,0,1,0,1,8,11211.396953
Toyota Innova Crysta 2.8 ZX AT,Chennai,2016,80000,First,11.36,2755.0,171.5,7.0,1.28,19.5,1,0,0,1,0,8,49709.68
Hyundai Grand i10 AT Asta,Hyderabad,2016,21000,First,18.9,1197.0,82.0,5.0,1.28,6.2,0,0,1,1,0,8,13048.791
BMW X3 xDrive30d M Sport,Bangalore,2016,49000,First,16.55,2993.0,258.0,5.0,1.28,45.0,1,0,0,1,0,8,30447.179
Hyundai i20 Magna,Chennai,2010,95000,Second,18.5,1197.0,80.0,5.0,1.28,2.8,0,0,1,0,1,14,59030.245
Hyundai Grand i10 AT Asta,Pune,2015,32000,First,18.9,1197.0,82.0,5.0,1.28,4.8,0,0,1,1,0,9,19883.872
Hyundai Santro Xing XG,Pune,2003,80000,Second,17.0,1631.552572706935,113.80314403717087,5.0,1.28,0.9,0,0,1,0,1,21,49709.68
Ford Fiesta 1.5 TDCi Titanium,Hyderabad,2014,122800,First,25.01,1498.0,89.75,5.0,1.28,5.65,1,0,0,0,1,10,76304.3588
Maruti Swift Dzire VDI,Ahmedabad,2015,69000,First,26.59,1248.0,74.0,5.0,1.28,5.9,1,0,0,0,1,9,42874.599
Toyota Etios VXD,Pune,2015,65000,Second,23.59,1364.0,67.04,5.0,1.28,5.0,1,0,0,0,1,9,40389.115
Hyundai Xcent 1.2 Kappa Base,Ahmedabad,2015,23000,First,19.1,1197.0,82.0,5.0,1.28,4.9,0,0,1,0,1,9,14291.533
Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2009,70000,First,13.5,1799.0,130.0,5.0,1.28,4.25,0,0,1,0,1,15,43495.97
Toyota Innova 2.5 GX (Diesel) 8 Seater,Chennai,2014,250000,First,12.99,2494.0,100.6,8.0,1.28,10.9,1,0,0,0,1,10,155342.75
Hyundai Accent GLE,Delhi,2012,56000,First,13.2,1495.0,94.0,5.0,1.28,2.45,0,0,1,0,1,12,34796.776
Maruti Alto 800 LXI,Pune,2013,30000,First,22.74,796.0,47.3,5.0,1.28,2.5,0,0,1,0,1,11,18641.13
Mercedes-Benz SL-Class SL 500,Kolkata,2010,35000,First,8.1,5461.0,387.3,2.0,1.28,29.5,0,0,1,1,0,14,21747.985
Ford Ecosport 1.5 DV5 MT Titanium Optional,Jaipur,2013,92250,Second,22.7,1498.0,89.84,5.0,1.28,5.75,1,0,0,0,1,11,57321.47475
Hyundai Xcent 1.2 VTVT E,Pune,2018,40000,First,20.14,1197.0,81.86,5.0,1.28,5.0,0,0,1,0,1,6,24854.84
Skoda Rapid 1.6 MPI AT Ambition Plus,Kochi,2014,96848,First,14.3,1598.0,103.6,5.0,1.28,4.62,0,0,1,1,0,10,60178.538608
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2016,42000,First,15.73,1968.0,174.33,5.0,1.28,23.5,1,0,0,1,0,8,26097.582
Mahindra XUV500 W8 2WD,Kolkata,2013,55886,First,16.0,2179.0,140.0,7.0,1.28,7.25,1,0,0,0,1,11,34725.939706
Hyundai Verna VTVT 1.6 SX Option,Kochi,2019,12336,First,17.0,1591.0,121.3,5.0,1.28,11.88,0,0,1,0,1,5,7665.232656
Hyundai Verna Xi (Petrol),Chennai,2009,60000,Third,13.9,1599.0,103.2,5.0,1.28,2.25,0,0,1,0,1,15,37282.26
